% Boys Enrolled,% Complete Primary Schools,% Girls Enrolled,% Primary Schools with single classroom,% Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Area (km²),Bomb Blasts Occurred,"Boundary wall, Building condition satisfactory, Drinking water and 2 more (clusters)",Boundary wall,Building condition satisfactory,MeasureGroup 1 Measures,Color By Measure Value,Show Sheet,Table of Contents,Other Factors Measure Value,Analysis Level Selector,Color By Measure Name,Complete Primary Schools,Country,City,Drinking water,Drone attacks in Pakistan,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Gender parity score,Global Terrorism Index - Pakistan,Learning score,MeasureGroup 2 Measures,No Facility,Number of Records,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,Province,Retention score,School infrastructure score,Terrorist Attacks Affectees,Toilet,Total number of schools,Year
91.15%,0.913043478,8.85%,0.00621118,0.080745342,41.73%,10.11%,22.43%,14.52%,,23,Cluster 1,22.5,0,58.85,58.85,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",FATA,Gender parity score,588,Pakistan,Khyber Agency,0,14,56.31,2.68%,26.78,69.19,58.85,9.065,54.22,56.31,11.21%,1,0.878581173,644,0.121418827,89,4.00%,,4,52,FATA,42.97,15.21,1009,26.78,733,2015
76.77%,0.906614786,23.23%,0.009727626,0.083657588,24.61%,15.94%,16.64%,16.64%,,23,Cluster 1,48.82,65.33,73.23,73.23,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",FATA,Gender parity score,466,Pakistan,Kurram Agency,26.18,14,36.24,2.68%,25.94,0,73.23,9.065,0,36.24,26.17%,1,0.829032258,514,0.170967742,106,4.00%,,5,43,FATA,71.72,38.44,1009,25.94,620,2015
91.15%,0.953535354,8.85%,0.002020202,0.044444444,15.26%,20.70%,15.44%,16.49%,,23,Cluster 1,41.67,45.63,58.85,58.85,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",FATA,Gender parity score,472,Pakistan,Mohmand Agency,20,14,57.17,2.68%,18.75,57.24,58.85,9.065,72.47,57.17,32.11%,1,0.831932773,495,0.168067227,100,4.00%,,1,22,FATA,40.12,28.96,1009,18.75,595,2015
76.69%,0.839416058,23.31%,0.077858881,0.082725061,47.12%,12.15%,21.96%,11.94%,,23,Cluster 1,68.55,0.99,73.31,73.31,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",FATA,Gender parity score,690,Pakistan,North Waziristan Agency,78.42,14,26.45,2.68%,55.57,0,73.31,9.065,0,26.45,6.82%,1,0.868004224,822,0.131995776,125,4.00%,,64,68,FATA,32.5,51.82,1009,55.57,947,2015
93.14%,0.937209302,6.86%,0.018604651,0.044186047,5.93%,18.61%,10.22%,19.43%,,23,Cluster 1,51.21,59.95,56.86,56.86,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",FATA,Gender parity score,403,Pakistan,Orakzai Agency,13.83,14,59.68,2.68%,16.75,78.62,56.86,9.065,64.45,59.68,45.81%,1,0.866935484,430,0.133064516,66,4.00%,,8,19,FATA,38.79,31.7,1009,16.75,496,2015
77.32%,0.917460317,22.68%,0.015873016,0.066666667,32.41%,12.45%,16.60%,18.97%,,23,Cluster 1,37.31,50.19,72.68,72.68,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",FATA,Gender parity score,578,Pakistan,South Waziristan Agency,16.35,14,29.21,2.68%,26.15,0,72.68,9.065,0,29.21,19.57%,1,0.847913863,630,0.152086137,113,4.00%,,10,42,FATA,44.18,31.23,1009,26.15,743,2015
58.46%,0.65625,41.54%,0.03125,0.3125,17.95%,17.95%,17.09%,19.66%,,23,Cluster 1,27.69,26.15,91.54,91.54,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",GB,Gender parity score,42,Pakistan,Astor,13.85,14,75.86,2.68%,23.08,71.22,91.54,9.065,65.43,75.86,27.35%,1,0.547008547,64,0.452991453,53,4.00%,,2,20,GB,75.23,25.85,1009,38.46,117,2015
100.00%,0,0.00%,0.378640777,0.67961165,9.21%,17.57%,37.24%,14.23%,,23,Cluster 1,13.18,11.63,47.34,47.34,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",GB,Gender parity score,0,Pakistan,Diamir,43.41,14,58.36,2.68%,24.81,38.54,47.34,9.065,69.65,58.36,21.76%,1,0.861924686,206,0.138075314,33,4.00%,,78,140,GB,77.9,20.78,1009,10.85,239,2015
53.45%,0.805970149,46.55%,0,0.194029851,15.83%,15.11%,26.62%,21.58%,6400,23,Cluster 1,47.76,22.39,96.55,96.55,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",GB,Gender parity score,54,Pakistan,Ghanchi,38.81,14,68.79,2.68%,46.27,71.95,96.55,9.065,50.63,68.79,20.86%,1,0.482014388,67,0.517985612,72,4.00%,88366,0,13,GB,56.05,34.93,1009,19.4,139,2015
64.70%,0.728813559,35.30%,0,0.271186441,49.12%,4.39%,30.70%,14.04%,9635,23,Cluster 1,38.71,11.29,85.3,85.3,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",GB,Gender parity score,43,Pakistan,Ghizer,83.87,14,69.58,2.68%,79.03,76.26,85.3,9.065,55.73,69.58,1.75%,1,0.51754386,59,0.48245614,55,4.00%,120218,0,16,GB,61.02,52.9,1009,51.61,114,2015
54.73%,0.818181818,45.27%,0.012987013,0.168831169,52.11%,8.45%,16.90%,21.13%,3800,23,Cluster 2,80,17.33,95.27,95.27,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",GB,Gender parity score,63,Pakistan,Gilgit,56,14,74.88,2.68%,57.33,69.92,95.27,9.065,54.12,74.88,1.41%,1,0.542253521,77,0.457746479,65,4.00%,243324,1,13,GB,80.22,57.33,1009,76,142,2015
54.15%,0.926829268,45.85%,0,0.073170732,57.58%,4.04%,23.23%,12.12%,15700,23,Cluster 2,73.33,22.22,95.85,95.85,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",GB,Gender parity score,38,Pakistan,Hunza Nagar,66.67,14,77.33,2.68%,71.11,74.55,95.85,9.065,54.29,77.33,3.03%,1,0.414141414,41,0.585858586,58,4.00%,0,0,3,GB,84.64,63.56,1009,84.44,99,2015
63.30%,0.713780919,36.70%,0.017667845,0.268551237,22.12%,11.76%,21.88%,17.65%,15000,23,Cluster 1,67.16,19.4,86.7,86.7,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",GB,Gender parity score,202,Pakistan,Skardu,42.91,14,78.58,2.68%,36.94,72.6,86.7,9.065,57.46,78.58,26.59%,1,0.665882353,283,0.334117647,142,4.00%,214848,5,76,GB,97.56,38.88,1009,27.99,425,2015
54.90%,0.994764398,45.10%,0.005235602,0,88.49%,0.26%,11.00%,0.26%,906,23,Cluster 2,96.86,49.74,95.1,95.1,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",ICT,Gender parity score,190,Pakistan,Islamabad,92.67,14,83.96,2.68%,98.43,94.31,95.1,9.065,58.88,83.96,0.00%,1,0.488491049,191,0.511508951,200,4.00%,1829180,1,0,ICT,87.55,86.6,1009,95.29,391,2015
58.87%,0.63282795,41.13%,0.177323665,0.189848385,23.05%,12.98%,26.79%,22.61%,1967,23,Cluster 1,58.75,43,91.13,91.13,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,960,Pakistan,Abbottabad,61.27,14,76.13,2.68%,31.76,92.43,91.13,9.065,37.57,76.13,14.58%,1,0.830777656,1517,0.169222344,309,4.00%,880666,269,288,KP,83.39,52.49,1009,67.66,1826,2015
64.02%,0.634894992,35.98%,0.085621971,0.279483037,59.96%,5.41%,17.25%,10.90%,,23,Cluster 2,96.07,97.96,85.98,85.98,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,786,Pakistan,Bannu,98.74,14,67,2.68%,98.74,70.45,85.98,9.065,45.58,67,6.48%,1,0.826987308,1238,0.173012692,259,4.00%,,106,346,KP,66,96.26,1009,89.79,1497,2015
92.34%,0.479395604,7.66%,0.309065934,0.211538462,9.91%,15.30%,21.91%,23.62%,1301,23,Cluster 1,42.34,53.52,57.66,57.66,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,349,Pakistan,Batagram,35.03,14,53.53,2.68%,10.76,75,57.66,9.065,52.4,53.53,29.25%,1,0.891064871,728,0.108935129,89,4.00%,307278,225,154,KP,29.04,40,1009,58.34,817,2015
78.10%,0.742301459,21.90%,0.084278768,0.173419773,51.15%,5.37%,25.32%,13.81%,1865,23,Cluster 2,86.71,90.92,71.9,71.9,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,458,Pakistan,Buner,67.42,14,63.83,2.68%,56.89,81.43,71.9,9.065,36.87,63.83,4.35%,1,0.789002558,617,0.210997442,165,4.00%,506048,52,107,KP,65.14,77.05,1009,83.31,782,2015
62.42%,0.873126873,37.58%,0.026973027,0.0999001,68.49%,1.55%,21.36%,7.94%,996,23,Cluster 2,97.22,66.7,87.58,87.58,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,874,Pakistan,Charsadda,85.43,14,73.51,2.68%,67.79,77.96,87.58,9.065,55.47,73.51,0.65%,1,0.817810458,1001,0.182189542,223,4.00%,1022364,27,100,KP,73.04,82.44,1009,95.04,1224,2015
54.16%,0.426829268,45.84%,0.254573171,0.318597561,28.08%,9.89%,30.65%,20.51%,14850,23,Cluster 2,61.49,95.03,95.84,95.84,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,280,Pakistan,Chitral,69.41,14,76.61,2.68%,33.85,83.14,95.84,9.065,31.97,76.61,10.87%,1,0.800976801,656,0.199023199,163,4.00%,318689,167,209,KP,95.51,65.19,1009,66.15,819,2015
64.53%,0.728375101,35.47%,0.09135004,0.180274859,43.89%,7.66%,24.13%,18.43%,7326,23,Cluster 2,76.71,89.75,85.47,85.47,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,901,Pakistan,Dera Ismail Khan,72.75,14,63.03,2.68%,56.37,58.78,85.47,9.065,41.56,63.03,5.89%,1,0.78340722,1237,0.21659278,342,4.00%,852995,113,223,KP,66.32,75.16,1009,80.2,1579,2015
83.23%,0.655487805,16.77%,0.100609756,0.243902439,40.50%,5.50%,25.50%,23.75%,1597,23,Cluster 2,86.73,71.3,66.77,66.77,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,215,Pakistan,Hangu,64.81,14,58.46,2.68%,52.16,63.29,66.77,9.065,30.38,58.46,4.75%,1,0.82,328,0.18,72,4.00%,614529,33,80,KP,73.41,72.16,1009,85.8,400,2015
52.60%,0.675954592,47.40%,0.145510836,0.178534572,48.26%,6.64%,18.79%,14.74%,1725,23,Cluster 2,71.87,87.16,97.4,97.4,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,655,Pakistan,Haripur,59.12,14,83.97,2.68%,55.35,97.33,97.4,9.065,54.9,83.97,11.58%,1,0.784615385,969,0.215384615,266,4.00%,692228,141,173,KP,86.24,69.87,1009,75.84,1235,2015
51.28%,0.871299871,48.72%,0.051480051,0.077220077,30.25%,12.29%,28.78%,20.06%,3372,23,Cluster 2,73.73,92.46,98.72,98.72,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,677,Pakistan,Karak,43.3,14,75.23,2.68%,36.8,76.33,98.72,9.065,37.26,75.23,8.61%,1,0.814465409,777,0.185534591,177,4.00%,430796,40,60,KP,88.61,62.13,1009,64.37,954,2015
79.28%,0.897590361,20.72%,0.018072289,0.084337349,62.46%,1.31%,26.10%,10.13%,2545,23,Cluster 2,99.69,86.52,70.72,70.72,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,596,Pakistan,Kohat,74.12,14,65.04,2.68%,72.28,75.24,70.72,9.065,39.66,65.04,0.00%,1,0.788598575,664,0.211401425,178,4.00%,562644,12,56,KP,74.53,86.06,1009,97.7,842,2015
97.39%,0.508975713,2.61%,0.204857445,0.286166843,2.64%,30.07%,13.57%,15.83%,7492,23,Cluster 1,27.24,77.95,52.61,52.61,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,482,Pakistan,Kohistan,50.99,14,41.44,2.68%,4.43,44.88,52.61,9.065,42.88,41.44,37.89%,1,0.892554194,947,0.107445806,114,4.00%,472570,194,271,KP,25.4,37.23,1009,25.54,1061,2015
77.89%,0.667377399,22.11%,0.078891258,0.253731343,46.43%,6.77%,26.65%,14.35%,3164,23,Cluster 2,80.27,90.93,72.11,72.11,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,626,Pakistan,Lakki Marwat,60.23,14,61.49,2.68%,70.04,61.55,72.11,9.065,37.82,61.49,5.79%,1,0.83600713,938,0.16399287,184,4.00%,490025,74,238,KP,74.47,75.95,1009,78.27,1122,2015
77.31%,0.704527403,22.69%,0.107227959,0.188244639,41.58%,4.71%,31.96%,13.17%,1582,23,Cluster 2,78.58,84.25,72.69,72.69,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,887,Pakistan,Lower Dir,50.28,14,62.54,2.68%,67.71,76.38,72.69,9.065,25.01,62.54,8.59%,1,0.807051282,1259,0.192948718,301,4.00%,717649,135,237,KP,76.08,72.53,1009,81.85,1560,2015
51.76%,0.852575488,48.24%,0.053285968,0.094138544,67.80%,3.55%,18.01%,6.95%,952,23,Cluster 2,84.3,95.77,98.24,98.24,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,480,Pakistan,Malakand,76.01,14,78.39,2.68%,85.01,81.88,98.24,9.065,41.08,78.39,3.69%,1,0.79858156,563,0.20141844,142,4.00%,452291,30,53,KP,92.38,85.36,1009,85.71,705,2015
55.93%,0.414959016,44.07%,0.331454918,0.253586066,25.48%,12.13%,19.04%,21.65%,4579,23,Cluster 1,41.04,47.83,94.07,94.07,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,810,Pakistan,Mansehra,40.45,14,74.54,2.68%,24.95,85.06,94.07,9.065,63.28,74.54,21.70%,1,0.847222222,1952,0.152777778,352,4.00%,1152839,647,495,KP,55.77,39.79,1009,44.69,2304,2015
61.25%,0.878766643,38.75%,0.040644709,0.080588648,78.62%,0.61%,14.25%,6.40%,1632,23,Cluster 2,99.93,84.03,88.75,88.75,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,1254,Pakistan,Mardan,96.33,14,77.05,2.68%,78.37,78.62,88.75,9.065,58.62,77.05,0.11%,1,0.79454343,1427,0.20545657,369,4.00%,1460100,58,115,KP,82.21,89.92,1009,90.95,1796,2015
59.05%,0.866059818,40.95%,0.035110533,0.098829649,61.33%,2.67%,23.28%,10.77%,1748,23,Cluster 2,94.26,83.03,90.95,90.95,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,666,Pakistan,Nowshera,75.46,14,77.05,2.68%,73.63,86.5,90.95,9.065,52.11,77.05,1.95%,1,0.787909836,769,0.212090164,207,4.00%,874373,27,76,KP,78.63,83.55,1009,91.38,976,2015
73.11%,0.881132075,26.89%,0.028301887,0.090566038,60.71%,2.75%,23.59%,11.51%,1257,23,Cluster 2,95.59,85.12,76.89,76.89,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,934,Pakistan,Peshawar,80.61,14,68.53,2.68%,58.25,76.64,76.89,9.065,50.94,68.53,1.45%,1,0.76534296,1060,0.23465704,325,4.00%,2019118,30,96,KP,69.63,82.17,1009,91.27,1385,2015
81.13%,0.630182421,18.87%,0.109452736,0.260364842,15.21%,13.97%,24.34%,27.25%,1586,23,Cluster 1,48.49,68.39,68.87,68.87,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,380,Pakistan,Shangla,32.94,14,54.97,2.68%,11.2,59.65,68.87,9.065,34.09,54.97,19.23%,1,0.834024896,603,0.165975104,120,4.00%,434563,66,157,KP,57.26,44.55,1009,61.71,723,2015
62.93%,0.812080537,37.07%,0.064237776,0.123681687,74.96%,1.75%,15.37%,6.93%,1543,23,Cluster 2,92.4,93.17,87.07,87.07,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,847,Pakistan,Swabi,86.43,14,76.64,2.68%,84.5,85.39,87.07,9.065,51.52,76.64,0.99%,1,0.793759513,1043,0.206240487,271,4.00%,1026804,67,129,KP,82.56,90.14,1009,94.23,1314,2015
62.88%,0.643013899,37.12%,0.111923921,0.24506218,43.82%,8.36%,20.16%,15.55%,5337,23,Cluster 2,65.94,81.73,87.12,87.12,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,879,Pakistan,Swat,59.58,14,67.11,2.68%,52.85,79.3,87.12,9.065,38.01,67.11,12.11%,1,0.837622549,1367,0.162377451,265,4.00%,1257602,153,335,KP,63.99,66.97,1009,74.78,1632,2015
60.69%,0.805157593,39.31%,0.031518625,0.163323782,44.06%,5.83%,28.67%,20.75%,1679,23,Cluster 2,90,84.44,89.31,89.31,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,281,Pakistan,Tank,58.33,14,56.7,2.68%,68.89,50.38,89.31,9.065,37.27,56.7,0.70%,1,0.813519814,349,0.186480186,80,4.00%,238216,11,57,KP,49.85,78,1009,88.33,429,2015
75.79%,0.616504854,24.21%,0.111650485,0.27184466,1.27%,20.34%,12.29%,22.46%,497,23,Cluster 1,41.31,56.34,74.21,74.21,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,127,Pakistan,Tor Ghar,20.66,14,64.55,2.68%,1.88,55.54,74.21,9.065,52.21,64.55,43.64%,1,0.872881356,206,0.127118644,30,4.00%,185000,23,56,KP,76.25,31.17,1009,35.68,236,2015
81.45%,0.690210657,18.55%,0.118959108,0.190830235,18.02%,11.67%,26.88%,30.00%,3699,23,Cluster 2,69.34,75.84,68.55,68.55,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",KP,Gender parity score,557,Pakistan,Upper Dir,39.3,14,58.21,2.68%,24.28,69.32,68.55,9.065,35.54,58.21,13.44%,1,0.840625,807,0.159375,153,4.00%,575858,96,154,KP,59.42,57.37,1009,78.1,960,2015
52.02%,0.835680751,47.98%,0.042253521,0.122065728,95.96%,0.00%,4.04%,0.00%,6858,23,Cluster 2,93.65,90.13,97.98,97.98,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,712,Pakistan,Attock,86.84,14,81.8,2.68%,81.67,87.66,97.98,9.065,55.2,81.8,0.00%,1,0.662004662,852,0.337995338,435,4.00%,1274935,36,104,Punjab,86.36,89.4,1009,94.71,1287,2015
59.46%,0.713119216,40.54%,0.097441481,0.189439303,88.43%,0.00%,11.57%,0.00%,8878,23,Cluster 2,82.05,88.6,90.54,90.54,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,1310,Pakistan,Bahawalnagar,88.93,14,67.94,2.68%,64.43,73.52,90.54,9.065,56.98,67.94,0.00%,1,0.76446109,1837,0.23553891,566,4.00%,2061447,179,348,Punjab,50.72,82.53,1009,88.65,2403,2015
66.62%,0.752610966,33.38%,0.066579634,0.180809399,92.60%,0.00%,7.40%,0.00%,24830,23,Cluster 2,88.23,89.14,83.38,83.38,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,1153,Pakistan,Bahawalpur,96.29,14,61.49,2.68%,76.27,56.22,83.38,9.065,58.66,61.49,0.00%,1,0.776482514,1532,0.223517486,441,4.00%,2433091,102,277,Punjab,47.71,89.25,1009,96.29,1973,2015
78.52%,0.836714976,21.48%,0.024154589,0.139130435,89.96%,0.00%,10.04%,0.00%,8153,23,Cluster 2,84.13,82.03,71.48,71.48,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,866,Pakistan,Bhakkar,97.61,14,71.68,2.68%,67.5,81.12,71.48,9.065,75.25,71.68,0.00%,1,0.769516729,1035,0.230483271,310,4.00%,1051456,25,144,Punjab,58.85,84.55,1009,91.49,1345,2015
52.21%,0.900133156,47.79%,0.015978695,0.083888149,96.61%,0.00%,3.39%,0.00%,6524,23,Cluster 2,96.07,92.75,97.79,97.79,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,676,Pakistan,Chakwal,94.96,14,84.75,2.68%,82.68,96.23,97.79,9.065,56.31,84.75,0.00%,1,0.621688742,751,0.378311258,457,4.00%,1083725,12,63,Punjab,88.67,92.48,1009,95.95,1208,2015
83.71%,0.822097378,16.29%,0.052434457,0.125468165,96.10%,0.00%,3.90%,0.00%,0,23,Cluster 2,90.71,86.8,66.29,66.29,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,439,Pakistan,Chiniot,99.26,14,66.28,2.68%,88.29,76.98,66.29,9.065,62.52,66.28,0.00%,1,0.770562771,534,0.229437229,159,4.00%,965124,28,67,Punjab,59.35,92.71,1009,98.51,693,2015
75.09%,0.592567103,24.91%,0.206469374,0.200963524,76.37%,0.00%,23.63%,0.00%,11922,23,Cluster 2,53.16,71.45,74.91,74.91,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,861,Pakistan,Dera Ghazi Khan,80.34,14,49.42,2.68%,23.73,75.69,74.91,9.065,11.25,49.42,0.00%,1,0.815375982,1453,0.184624018,329,4.00%,2643118,300,292,Punjab,35.82,59.45,1009,68.57,1782,2015
53.70%,0.868008949,46.30%,0.041759881,0.090231171,96.09%,0.00%,3.91%,0.00%,5856,23,Cluster 2,89.79,89.05,96.3,96.3,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,1164,Pakistan,Faisalabad,98.36,14,80.99,2.68%,92.32,84.11,96.3,9.065,59.78,80.99,0.00%,1,0.576526225,1341,0.423473775,985,4.00%,5429547,56,121,Punjab,83.78,93.28,1009,96.87,2326,2015
56.58%,0.838209983,43.42%,0.048192771,0.113597246,95.90%,0.00%,4.10%,0.00%,3622,23,Cluster 2,92.27,84.89,93.42,93.42,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,974,Pakistan,Gujranwala,96.74,14,77.18,2.68%,76.65,85.87,93.42,9.065,43.27,77.18,0.00%,1,0.679929783,1162,0.320070217,547,4.00%,3400940,56,132,Punjab,86.14,88.33,1009,91.07,1709,2015
56.97%,0.878172589,43.03%,0.023350254,0.098477157,97.65%,0.00%,2.35%,0.00%,3192,23,Cluster 2,98.48,91.81,93.03,93.03,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,865,Pakistan,Gujrat,98.69,14,77.76,2.68%,93.12,85.91,93.03,9.065,64.09,77.76,0.00%,1,0.662407532,985,0.337592468,502,4.00%,2048008,23,97,Punjab,68.01,95.75,1009,96.66,1487,2015
55.91%,0.693014706,44.09%,0.018382353,0.288602941,97.40%,0.00%,2.60%,0.00%,2367,23,Cluster 2,93.97,88.67,94.09,94.09,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,377,Pakistan,Hafizabad,97.26,14,76.83,2.68%,69.29,80.93,94.09,9.065,63.41,76.83,0.00%,1,0.744186047,544,0.255813953,187,4.00%,832980,10,157,Punjab,68.88,87.97,1009,90.68,731,2015
59.18%,0.846805235,40.82%,0.077752117,0.075442648,85.26%,0.00%,14.74%,0.00%,8809,23,Cluster 2,81.56,88.47,90.82,90.82,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,1100,Pakistan,Jhang,98.94,14,72.33,2.68%,74.81,72.92,90.82,9.065,68.39,72.33,0.00%,1,0.78489426,1299,0.21510574,356,4.00%,2834546,101,98,Punjab,57.2,87.86,1009,95.52,1655,2015
52.31%,0.853747715,47.69%,0.02559415,0.120658135,97.61%,0.00%,2.39%,0.00%,3587,23,Cluster 2,95.14,86.13,97.69,97.69,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,467,Pakistan,Jhelum,88.11,14,77.7,2.68%,87.03,96.43,97.69,9.065,47.07,77.7,0.00%,1,0.653524492,547,0.346475508,290,4.00%,936957,14,66,Punjab,69.6,90.05,1009,93.87,837,2015
54.31%,0.850183824,45.69%,0.033088235,0.116727941,95.61%,0.00%,4.39%,0.00%,4796,23,Cluster 2,93.28,89.65,95.69,95.69,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,925,Pakistan,Kasur,98.18,14,71.94,2.68%,85.92,81.18,95.69,9.065,47.68,71.94,0.00%,1,0.723885562,1088,0.276114438,415,4.00%,1466000,36,127,Punjab,63.21,92.12,1009,93.55,1503,2015
63.08%,0.882113821,36.92%,0.029810298,0.088075881,98.62%,0.00%,1.38%,0.00%,4349,23,Cluster 2,92.84,85.68,86.92,86.92,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,651,Pakistan,Khanewal,98.28,14,71.81,2.68%,82.1,78.44,86.92,9.065,67.5,71.81,0.00%,1,0.566820276,738,0.433179724,564,4.00%,2068490,22,65,Punjab,54.41,90.4,1009,93.1,1302,2015
67.69%,0.811267606,32.31%,0.053521127,0.135211268,88.81%,0.00%,11.19%,0.00%,6511,23,Cluster 2,86.36,82.24,82.31,82.31,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,576,Pakistan,Khushab,85.8,14,67.5,2.68%,66.76,83.85,82.31,9.065,45.67,67.5,0.00%,1,0.735751295,710,0.264248705,255,4.00%,1205460,38,96,Punjab,58.16,82.81,1009,92.9,965,2015
57.39%,0.896551724,42.61%,0.052473763,0.050974513,98.95%,0.00%,1.05%,0.00%,1772,23,Cluster 2,95.66,83.96,92.61,92.61,Year on Year Change,What are these scores? How they are Derived?,"1,009.00",Punjab,Gender parity score,598,Pakistan,Lahore,97.69,14,84.12,2.68%,94.22,87.96,92.61,9.065,62.54,84.12,0.00%,1,0.537903226,667,0.462096774,573,4.00%,6318745,35,34,Punjab,93.36,92.89,1009,92.92,1240,2015
